Temperature,Humidity,Plant
18.49311205,14.72115044, Chickpea
19.48974337,17.17260319, Chickpea
17.25769499,18.74943955, Chickpea
19.62416326,18.71483156, Chickpea
20.67526473,19.85388984, Chickpea
20.02381489,16.63294455, Chickpea
20.1187446,14.44228303, Chickpea
20.65691793,15.84572566, Chickpea
19.2582557,14.2804191, Chickpea
17.927806,15.85622899, Chickpea
19.16288268,15.83500655, Chickpea
20.26942271,19.96978871, Chickpea
17.09104223,18.25142068, Chickpea
17.06579293,17.54024066, Chickpea
20.62767492,14.44008871, Chickpea
20.8248451,17.85057083, Chickpea
19.46210401,18.72831993, Chickpea
17.18248372,16.42891834, Chickpea
17.48911699,16.39055394, Chickpea
17.48395377,14.76014523, Chickpea
19.48316794,17.44534641, Chickpea
19.71359733,18.09665739, Chickpea
19.48649305,16.06240074, Chickpea
19.95264829,14.82633099, Chickpea
19.41789736,16.80472243, Chickpea
19.45591848,18.02235902, Chickpea
20.19137759,16.41998269, Chickpea
18.8392908,14.74071856, Chickpea
20.71219282,19.83643308, Chickpea
18.99424448,15.9362937, Chickpea
19.96837462,15.57324389, Chickpea
17.81564548,17.60756635, Chickpea
20.71424384,15.27824066, Chickpea
17.34150229,18.75626255, Chickpea
17.43732714,14.33847406, Chickpea
18.89780215,19.76182946, Chickpea
18.59190771,14.77959596, Chickpea
18.31561493,15.36143547, Chickpea
17.13692774,20.59541693,KidneyBeans  
19.63474332,18.90705639,KidneyBeans  
22.91350245,21.33953114,KidneyBeans  
16.43340342,24.24045875,KidneyBeans  
22.13974653,23.02251117,KidneyBeans  
17.84806561,18.77621951,KidneyBeans  
19.88394011,20.31564139,KidneyBeans  
19.32509638,23.3334788,KidneyBeans  
18.4167001,23.42829938,KidneyBeans  
21.81167649,23.20591245,KidneyBeans  
19.72702528,18.28173015,KidneyBeans  
17.15432954,19.87070659,KidneyBeans  
19.62207826,18.67170854,KidneyBeans  
21.63149148,21.17919701,KidneyBeans  
16.06522754,18.72479695,KidneyBeans  
20.61162204,24.36314135,KidneyBeans  
21.42451099,20.39659714,KidneyBeans  
19.07096165,21.21092266,KidneyBeans  
21.18853178,19.63438599,KidneyBeans  
23.0429097,22.42610972,KidneyBeans  
20.65375833,23.10538637,KidneyBeans  
18.09551014,18.29318436,KidneyBeans  
18.23775702,21.07643273,KidneyBeans  
17.48189735,18.8251973,KidneyBeans  
19.9191786,21.47324158,KidneyBeans  
20.27514686,23.2353604,KidneyBeans  
15.77370214,19.2303162,KidneyBeans  
16.71170642,19.17651433,KidneyBeans  
17.66148158,18.15302753,KidneyBeans  
18.50692825,23.61670065,KidneyBeans  
24.51324787,20.81527638,KidneyBeans  
18.87614998,24.54038287,KidneyBeans  
21.59343016,20.31871249,KidneyBeans  
20.12373284,24.45202552,KidneyBeans  
15.43546065,18.37477907,KidneyBeans  
22.64236876,21.59396123,KidneyBeans  
21.98560799,24.87304788,KidneyBeans  
20.53052663,18.09224048,KidneyBeans  
15.78601387,21.14544088,KidneyBeans  
19.6365349,19.68751084,KidneyBeans  
20.57341244,19.7520218,KidneyBeans  
20.16080524,24.84207559,KidneyBeans  
21.53989176,24.25386207,KidneyBeans  
15.53834801,23.75560241,KidneyBeans  
19.91853092,20.70099804,KidneyBeans  
20.76952209,18.93146941,KidneyBeans  
23.46168338,23.22197648,KidneyBeans  
24.32116642,21.0278674,KidneyBeans  
20.12574053,24.96969858,KidneyBeans  
21.80619564,18.57086554,KidneyBeans  
19.52226241,24.92607153,KidneyBeans  
17.00067625,19.90790546,KidneyBeans  
16.78791503,24.96881755,KidneyBeans  
24.84906168,22.89464642,KidneyBeans  
16.51783455,20.4555596,KidneyBeans  
18.15300153,19.38602098,KidneyBeans  
23.18864385,22.3104551,KidneyBeans  
23.38002569,21.98879437,KidneyBeans  
18.358923,19.37703396,KidneyBeans  
19.25975367,20.51346956,KidneyBeans  
22.95458237,24.03553105,KidneyBeans  
20.120043,22.89845607,KidneyBeans  
21.14011423,22.7182355,KidneyBeans  
24.92360104,18.22590825,KidneyBeans  
15.33042636,24.91506728,KidneyBeans  
18.81097271,21.27833035,KidneyBeans  
23.44260668,22.77255917,KidneyBeans  
22.8352024,18.97267518,KidneyBeans  
24.9035819,22.27512704,KidneyBeans  
23.78709569,24.35679348,KidneyBeans  
22.05592283,19.60379304,KidneyBeans  
18.87492997,20.18238348,KidneyBeans  
18.62328774,23.02410338,KidneyBeans  
23.00884744,18.86880997,KidneyBeans  
19.33162606,24.13995025,KidneyBeans  
16.24469193,21.35793891,KidneyBeans  
17.91652287,24.90814655,KidneyBeans  
15.46789263,21.43780702,KidneyBeans  
17.06104474,23.77201471,KidneyBeans  
21.32776028,18.48522915,KidneyBeans  
23.90910104,20.74619325,KidneyBeans  
23.89756791,22.74378977,KidneyBeans  
22.98666928,20.57940608,KidneyBeans  
21.35135729,22.91244883,KidneyBeans  
24.1638445,19.27907819,KidneyBeans  
24.62835037,18.18325169,KidneyBeans  
21.02213209,24.93896255,KidneyBeans  
17.30844532,20.01730914,KidneyBeans  
23.82576704,24.75485098,KidneyBeans  
19.30607278,23.96362799,KidneyBeans  
16.03768615,22.33195853,KidneyBeans  
19.18572809,20.83398341,KidneyBeans  
19.92889503,21.79992115,KidneyBeans  
19.56376468,24.67385131,KidneyBeans  
18.31357543,24.32991649,KidneyBeans  
20.10993761,23.22323766,KidneyBeans  
23.60506572,21.90539577,KidneyBeans  
19.73136909,24.89487354,KidneyBeans  
20.93409877,21.1893007,KidneyBeans  
18.78226261,20.24768314,KidneyBeans  
36.51268371,57.92887167,Pigeonpea  
36.89163721,62.73178224,Pigeonpea  
29.23540524,59.38967583,Pigeonpea  
27.33534897,43.35795962,Pigeonpea  
21.0643684,55.46985938,Pigeonpea  
30.33276599,42.35249879,Pigeonpea  
31.80130272,45.03186173,Pigeonpea  
33.18184225,38.23184742,Pigeonpea  
29.38538562,63.47742011,Pigeonpea  
30.27374995,67.38680755,Pigeonpea  
35.45790488,68.75810535,Pigeonpea  
33.80020039,40.03262418,Pigeonpea  
28.69180475,49.47225353,Pigeonpea  
31.24021696,56.67369054,Pigeonpea  
28.98039357,57.23265151,Pigeonpea  
27.32198928,34.13737127,Pigeonpea  
21.47607807,38.80023714,Pigeonpea  
18.31910448,34.69776639,Pigeonpea  
36.97794384,37.73992903,Pigeonpea  
24.80467592,40.1242747,Pigeonpea  
19.3479443,55.96805489,Pigeonpea  
28.88302142,50.12323801,Pigeonpea  
19.54314136,47.19188279,Pigeonpea  
24.7741949,50.54621094,Pigeonpea  
18.33124824,38.40975482,Pigeonpea  
19.14729038,45.3733757,Pigeonpea  
28.23416057,49.4421345,Pigeonpea  
30.11812084,34.13307843,Pigeonpea  
33.4126864,35.42910045,Pigeonpea  
24.18553163,46.68746847,Pigeonpea  
26.88630675,41.69617915,Pigeonpea  
31.33170829,57.97429171,Pigeonpea  
33.30711818,67.07780816,Pigeonpea  
23.45379018,46.48714759,Pigeonpea  
34.53823889,39.04468913,Pigeonpea  
19.50112224,34.51086611,Pigeonpea  
28.76794904,37.57792132,Pigeonpea  
30.97758716,32.24914235,Pigeonpea  
18.39759147,36.82639309,Pigeonpea  
35.09357419,30.98685456,Pigeonpea  
34.93174223,30.40046769,Pigeonpea  
29.50523036,35.72032498,Pigeonpea  
34.51934775,47.52980027,Pigeonpea  
28.43430726,52.10010827,Pigeonpea  
18.41645629,34.80541039,Pigeonpea  
31.07508973,47.19847683,Pigeonpea  
20.89342749,46.24856523,Pigeonpea  
30.90607799,52.79913039,Pigeonpea  
27.9348279,66.45457122,Pigeonpea  
35.95176642,36.52780776,Pigeonpea  
19.54317155,56.92831399,Pigeonpea  
19.63736208,32.31528909,Pigeonpea  
31.2192752,56.46868874,Pigeonpea  
33.50876355,45.70976142,Pigeonpea  
24.80710166,45.01110015,Pigeonpea  
36.20970524,31.94550613,Pigeonpea  
30.50420876,35.48885969,Pigeonpea  
26.01630259,49.94704718,Pigeonpea  
31.48469278,35.6395615,Pigeonpea  
33.15122581,32.45974539,Pigeonpea  
23.50222822,51.29019509,Pigeonpea  
34.87248659,38.83786012,Pigeonpea  
28.09269012,44.93322042,Pigeonpea  
24.54757829,57.3414485,Pigeonpea  
33.64769646,48.41490082,Pigeonpea  
20.5591255,60.54880693,Pigeonpea  
19.95991719,59.33157782,Pigeonpea  
28.87667593,62.4901206,Pigeonpea  
36.04353699,43.61444121,Pigeonpea  
23.6734328,47.2879691,Pigeonpea  
25.74679443,40.7192594,Pigeonpea  
31.08564994,66.68832981,Pigeonpea  
18.72987676,61.33186249,Pigeonpea  
29.50304807,63.46513414,Pigeonpea  
20.43517772,39.37252634,Pigeonpea  
36.00415838,56.01334416,Pigeonpea  
31.46846241,35.39454002,Pigeonpea  
36.30049702,56.03021253,Pigeonpea  
29.49096726,67.10604388,Pigeonpea  
30.5753044,34.75591197,Pigeonpea  
24.69487673,59.96669215,Pigeonpea  
23.17409556,36.67847052,Pigeonpea  
19.04380471,33.10695144,Pigeonpea  
29.32379604,45.93248374,Pigeonpea  
34.6455408,54.32342534,Pigeonpea  
21.9989826,56.31006755,Pigeonpea  
22.99774444,60.24218572,Pigeonpea  
30.55992394,35.29006485,Pigeonpea  
31.46417866,48.17631461,Pigeonpea  
25.95058595,40.58227261,Pigeonpea  
21.01142393,69.69141302,Pigeonpea  
19.25100056,47.70351758,Pigeonpea  
19.24462755,50.54495302,Pigeonpea  
22.47253208,62.56532471,Pigeonpea  
36.75087487,58.25799145,Pigeonpea  
29.89286629,66.35375127,Pigeonpea  
29.37735586,44.82294584,Pigeonpea  
29.65052947,42.89833235,Pigeonpea  
19.54284889,66.34777265,Pigeonpea  
20.04611791,48.93905624,Pigeonpea  
27.91095209,64.70930606,Mothbeans  
27.32220619,51.27868781,Mothbeans  
28.66024187,59.3189118,Mothbeans  
29.02955344,61.09387478,Mothbeans  
27.78031515,54.65030015,Mothbeans  
31.99928579,54.1077461,Mothbeans  
27.33580911,55.27755933,Mothbeans  
28.92952635,53.57014709,Mothbeans  
27.65472156,58.59986279,Mothbeans  
28.52396666,55.77264351,Mothbeans  
31.02215872,45.89239456,Mothbeans  
25.74095321,45.38497051,Mothbeans  
31.70447482,56.85420099,Mothbeans  
24.47876451,58.51663927,Mothbeans  
31.46511256,51.79939437,Mothbeans  
25.60973447,50.7330069,Mothbeans  
30.30260453,47.18283631,Mothbeans  
28.17489437,43.6672299,Mothbeans  
25.50634557,44.8302551,Mothbeans  
31.12896766,43.58788762,Mothbeans  
26.34043268,55.59160391,Mothbeans  
28.23494706,61.5620517,Mothbeans  
27.04453473,49.32609633,Mothbeans  
25.16125354,55.25435777,Mothbeans  
27.3179125,51.66921088,Mothbeans  
25.4123765,49.66474269,Mothbeans  
31.21629982,46.01868196,Mothbeans  
30.573999,58.22686794,Mothbeans  
25.42517036,53.2208266,Mothbeans  
27.09400578,43.65305437,Mothbeans  
24.30935081,56.32938343,Mothbeans  
30.06142622,45.90067655,Mothbeans  
28.09568993,60.9835384,Mothbeans  
26.33908791,40.00933429,Mothbeans  
28.61409059,57.14218792,Mothbeans  
28.70012137,44.359648,Mothbeans  
24.21610338,59.79236306,Mothbeans  
28.50677929,45.20094476,Mothbeans  
25.97948991,64.95585424,Mothbeans  
30.88482722,41.36561835,Mothbeans  
25.5042419,61.66852372,Mothbeans  
25.12528913,51.33189406,Mothbeans  
27.10508014,63.56791363,Mothbeans  
31.1006247,44.82069159,Mothbeans  
26.45707778,56.40226277,Mothbeans  
30.04132304,63.56222995,Mothbeans  
27.77799528,54.82130787,Mothbeans  
30.99256944,43.02151392,Mothbeans  
26.4908332,47.36534833,Mothbeans  
31.96987867,57.17377029,Mothbeans  
25.36140526,46.82652785,Mothbeans  
25.54249137,56.96640758,Mothbeans  
28.99319096,62.85948245,Mothbeans  
29.34317422,60.50320928,Mothbeans  
28.63618921,61.39451307,Mothbeans  
24.83206631,44.17085032,Mothbeans  
25.44689075,58.55363573,Mothbeans  
31.01274943,62.40392519,Mothbeans  
27.06179658,52.3003173,Mothbeans  
27.0956288,42.26206161,Mothbeans  
28.56800579,57.30636014,Mothbeans  
28.79929247,49.84213387,Mothbeans  
27.94293692,45.41393636,Mothbeans  
30.47757686,61.58245338,Mothbeans  
30.58139475,50.77148138,Mothbeans  
26.85911286,41.81420849,Mothbeans  
26.31051759,61.18749126,Mothbeans  
28.77833449,44.2252605,Mothbeans  
28.90245417,43.35365671,Mothbeans  
29.37687468,57.69622912,Mothbeans  
24.17093241,58.25204566,Mothbeans  
26.65333029,59.79023382,Mothbeans  
28.19912143,53.50567601,Mothbeans  
28.76488954,52.62741529,Mothbeans  
29.3499706,61.25353851,Mothbeans  
28.00937423,52.60950014,Mothbeans  
26.85851927,48.8246387,Mothbeans  
31.2123945,40.92604945,Mothbeans  
24.20422636,61.43378674,Mothbeans  
29.98835437,49.60384796,Mothbeans  
29.93964907,54.61813464,Mothbeans  
31.2119298,41.55934359,Mothbeans  
26.80474415,48.23991436,Mothbeans  
31.49398069,62.84916863,Mothbeans  
30.99694676,46.42693735,Mothbeans  
29.61253065,63.04749127,Mothbeans  
29.97604322,57.03184356,Mothbeans  
30.88883074,52.62696801,Mothbeans  
30.39321309,60.16299493,Mothbeans  
30.43683729,55.20522037,Mothbeans  
25.32688786,63.18180319,Mothbeans  
30.53684308,59.96664731,Mothbeans  
30.38257873,40.5926071,Mothbeans  
24.01825377,53.76623369,Mothbeans  
28.69841277,61.14754363,Mothbeans  
29.33743412,49.00323081,Mothbeans  
27.96583691,61.34900107,Mothbeans  
24.86803974,48.27531965,Mothbeans  
25.87682261,45.96341933,Mothbeans  
31.01963639,49.9767522,Mothbeans  
27.43329405,87.80507732,Mungbeans  
28.3340432,80.77275974,Mungbeans  
27.01470397,84.34262707,Mungbeans  
28.17432665,81.04554836,Mungbeans  
29.87888063,87.32761241,Mungbeans  
29.89232778,89.71503316,Mungbeans  
28.56212158,83.24855855,Mungbeans  
27.53592929,85.5701901,Mungbeans  
29.68361658,87.93598094,Mungbeans  
28.14448546,82.1193047,Mungbeans  
29.53037621,86.73346018,Mungbeans  
27.88352946,86.45147631,Mungbeans  
28.22471276,82.35916228,Mungbeans  
29.008124,84.96089355,Mungbeans  
29.75538903,86.45193297,Mungbeans  
29.78416743,85.16906976,Mungbeans  
27.8640132,80.4513142,Mungbeans  
27.11026483,84.96771717,Mungbeans  
27.11030369,83.64274107,Mungbeans  
28.95451232,89.07866095,Mungbeans  
29.21780035,87.93724219,Mungbeans  
28.7420098,85.81675947,Mungbeans  
29.65021184,80.29868321,Mungbeans  
27.23924995,86.404241,Mungbeans  
28.95172351,81.67085323,Mungbeans  
28.18837136,82.60629652,Mungbeans  
28.30041493,86.20681554,Mungbeans  
27.89636126,88.71782287,Mungbeans  
28.6899851,87.50436797,Mungbeans  
27.8262623,88.73100226,Mungbeans  
28.70562673,81.59200689,Mungbeans  
28.6362812,84.61431076,Mungbeans  
28.28511547,88.4393979,Mungbeans  
27.60887393,86.13316408,Mungbeans  
28.60901145,86.99495766,Mungbeans  
29.24598976,84.80084105,Mungbeans  
28.62911222,89.1148059,Mungbeans  
29.57329479,88.07505524,Mungbeans  
27.82684262,87.16679147,Mungbeans  
29.8757015,83.14796296,Mungbeans  
27.33684386,88.50229102,Mungbeans  
29.83040388,89.30428305,Mungbeans  
28.2753171,82.76020821,Mungbeans  
29.86860065,85.99127934,Mungbeans  
29.5888162,89.9939693,Mungbeans  
28.07219563,82.9116472,Mungbeans  
27.84026517,89.99615558,Mungbeans  
27.10818093,87.4512669,Mungbeans  
27.68515114,81.94268594,Mungbeans  
29.34594634,85.60472562,Mungbeans  
28.36319404,84.8593608,Mungbeans  
27.65280218,89.80650642,Mungbeans  
27.31372793,85.44815232,Mungbeans  
27.06909959,86.89934108,Mungbeans  
28.06642822,85.91625451,Mungbeans  
27.73329078,81.13903037,Mungbeans  
27.53632932,89.92908171,Mungbeans  
29.66461594,84.28187572,Mungbeans  
29.9145443,85.85384444,Mungbeans  
28.36363858,87.59810657,Mungbeans  
29.46416042,87.60890009,Mungbeans  
29.73013036,82.89166381,Mungbeans  
27.46852989,87.17649,Mungbeans  
27.77076285,87.09979549,Mungbeans  
29.12939524,88.48312598,Mungbeans  
27.10606808,89.89593328,Mungbeans  
28.88078945,86.94206817,Mungbeans  
28.14720892,83.8001509,Mungbeans  
29.89129144,80.14487166,Mungbeans  
27.41503453,80.98004661,Mungbeans  
29.27308605,89.4875022,Mungbeans  
29.65296893,88.48587386,Mungbeans  
28.44524991,82.67639542,Mungbeans  
27.96235681,83.97586797,Mungbeans  
29.25649321,81.97952224,Mungbeans  
28.36291385,88.00989267,Mungbeans  
27.62749466,86.49366929,Mungbeans  
28.66086349,86.12194568,Mungbeans  
29.2114218,87.11497805,Mungbeans  
29.40889385,86.16063492,Mungbeans  
28.02952623,84.8845732,Mungbeans  
28.08657178,80.35005927,Mungbeans  
29.16174608,80.28038146,Mungbeans  
29.8596912,80.03499648,Mungbeans  
29.06631494,83.6869203,Mungbeans  
27.38538997,88.66663953,Mungbeans  
27.93034941,85.42058715,Mungbeans  
29.2808618,81.8009244,Mungbeans  
28.9973145,83.78911515,Mungbeans  
27.92678579,86.5543196,Mungbeans  
28.5474135,88.9570454,Mungbeans  
29.36488409,89.1886954,Mungbeans  
28.56149805,83.63802195,Mungbeans  
28.43683487,87.91332682,Mungbeans  
28.79728147,80.45744422,Mungbeans  
28.7275267,89.12760359,Mungbeans  
27.95639663,83.52706038,Mungbeans  
28.17458662,83.69659318,Mungbeans  
28.77653519,86.69133979,Mungbeans  
28.438097,83.48991368,Mungbeans  
29.48439992,63.19915325,Blackgram  
26.73433965,68.13999721,Blackgram  
26.27274407,62.28814857,Blackgram  
34.03679184,67.21113844,Blackgram  
28.03644051,65.06601664,Blackgram  
28.81460716,65.33538112,Blackgram  
34.03619494,64.28791388,Blackgram  
33.8642935,61.57072498,Blackgram  
32.84213012,68.68401492,Blackgram  
27.10053268,63.36085585,Blackgram  
25.65842532,61.18235808,Blackgram  
32.34744009,66.61452812,Blackgram  
29.58949031,68.32176769,Blackgram  
30.91219459,68.79427388,Blackgram  
28.12787838,64.2097765,Blackgram  
30.08545364,69.34811988,Blackgram  
31.74379487,62.51007687,Blackgram  
27.81326852,62.50460464,Blackgram  
32.88733849,64.59457409,Blackgram  
29.36358721,64.98742947,Blackgram  
27.82592799,67.5861883,Blackgram  
28.49538735,60.44848407,Blackgram  
27.74274761,68.53997144,Blackgram  
30.41588462,67.66323804,Blackgram  
27.3254209,69.09047809,Blackgram  
30.28496619,61.69295127,Blackgram  
28.56840626,61.53278622,Blackgram  
25.36586097,66.6379724,Blackgram  
34.9466155,65.26774011,Blackgram  
25.09737391,67.72837887,Blackgram  
